Word,Languages,Example
willa,Baseldytsch Züritüütsch,das museeum wo i de willa wesendonck underpraacht isch zäiget kunscht us aasie afrika am rika und ozeaanie dazue ane chunt na en abtäilig mit schwyzer maske 
wills,Baseldytsch Züritüütsch Bärndütsch, und wills eben es wöörterbuech isch wo de fokus uf de schwyzerisch alemanische spraach hät isch es e paar hundert jaar spööter au für s schwyzerisch idiotikon uuszoge woorde 
wils,Ostschwizertütsch Züritüütsch Bärndütsch,bäide büecher hetted na mee bänd sele folge aber die sind nümen usechoo das hät vilicht daademit z tue das syni gramatik nöd eso guet aachoo isch vilicht aber au wils em besser gfale hät umgcheert den italienische studänte d spraach vo nördlich vom gottert byzbringe 
wines,Bärndütsch,träne über t backe tropfe ufe stei vorhär hand in hand hüt gan ih allei länge blick it seelä fasch so tief wie nie gseh scho üsi sehnsucht gspüre glich ds zieh letste kuss am egge abschid näh faut schwär roti gäubi bletter lige ufem wäg erste kuss im summer scho nes wili här tbiuder si verschwumme i frag mi was chunt när graui näbuschwade hange über üs luege über t matte t areebrügg u t hüser gsesch die zwöi im fenster filäch glich wie mir luege zu üs übere u frage sech gd z gliche frage sech wos härä füert öbs zämä passt wis wär wenns nümm isch ischs wahri liebi u wahri gfüu häbts für immer ändets hüt so wis üs nid gfaut es isch so wis isch gseh wie twürfu faue tcharte ufem tisch chum mir spile zäme schäri stei papier chum chli zu mir härä schwär verliebt ih di immer chli am chärä zu mir oder zu dir chum mir spile zämä schäri stei papier schone wuche speter simer wider zämä spile none rundi uno und backgammon wüsse wi die games loufe ging di glichi themeschloufe hoffe mir chöi schono viu redä strittä über spiureglä härz isch trumpf da simer üs scho einig aber t frag blibt glich wi wit mir ds no teile mir hei ä verbindig wines band zwüsche üs heis gloub überspannt seili zieh bis t strickä risse weiss das es normau isch weme strit het u krach weiss es isch ir ordnig und o ihstelligs sach mir hei öppis ufbout söui ds iz ufgäh söui ize usbreche darfi ds äch usspräche bini blind u gsehs noni bini chind u fürchte mih bini feig u flüchte mi drück ih mi vorem spiegubiud blibe geduudig aus würd ih uf der luur lige tee trinke warte luege wisechs entwicklet chum mir spile zäme schäri stei papier chum chli zu mir härä schwär verliebt ih di immer chli am chärä zu mir oder zu dir chum mir spile zämä schäri stei papier chum mir spile zäme schäri stei papier chum chli zu mir härä schwär verliebt ih di immer chli am chärä zu mir oder zu dir chum mir spile zämä schäri stei papier chum mir spilä zämä zämä zämä zämä zämä zämä zämä schäri stei papier schäri stei papier schindt wine schäri schwär wine stei bringes uf papier liebe di so sehr
wini,Bärndütsch,du geisch mir nie ufe sack seisch mir nie was i söu u was nid i weiss nid wie du das machsch aber i weiss du nimsch mi wini bi für mi bisch du heilig u i säge dir so lut i cha i liebe di u aues angere lueg i nid a du bisch aus für mi sit i di ha gseh u sit du ja gsait hesch zu mir nei sit denn gits keis keis zrügg meh u i ghöre für geng zu dir u s isch mer glich was die angere säge ob si das guet finge oder nid wöu du bisch aus für mi u treisch dr glich ring am finger wien ig du bisch dr hammer u das sägeni nid eifach so du hesch mis härz feschtgnaglet das louft dir nie meh dervo 
wirde,Züritüütsch Bärndütsch,das geld isch inere schtiftig aagleit wirde wo vomene rat vo sechs direktore gleitet wird und nach dr prüefig vom teschtament iigsetzt worde isch 
wirdi,Bärndütsch,so mängs ghöre u lise ni d lüüt rede schlächt drhär zum glück weisi wär i bi schüsch wärs mängisch schwär so viu hass u fuetter nid weiss nidemau würum wirde dadrus nid gschid vilech bini eifach z dumm refrain aber z läbe fägt z läbe fägt weni mues gah weisi i has gläbt so wi fasch niemer hie öpis beröie wirdi nie z läbe isch guet so guet glich wi weh dass mängisch duet u gani mau wäg vo hie öpis beröie wirdi nie wüu z läbe fägt strophe d wäut isch guet u schlächt chas mache wieni wot nie machsch aune rächt für teu blibsch dr idiot refrain aber z läbe fägt z läbe fägt weni mues gah weisi i has gläbt so wi fasch niemer hie öpis beröie wirdi nie nei z läbä isch guet so guet glich wi weh dass mängisch duet gani mau wäg vo hie öpis beröie wirdi nie refrain i weiss z läbe fägt z läbe fägt weni mues gah weisi i has gläbt so wi fasch niemer hie u öpis beröie wirdi nie nei z läbe isch guet so guet glich wie weh dass mängisch duet u gani mau wäg vo hie öpis beröie wirdi nie wüu z läbe fägt refrain i weiss z läbe fägt z läbe fägt weni mues gah weisi i has gläbt so wi fasch niemer hie öpis beröie wirdi nie nei z läbä isch guet so guet glich wie weh dass mängisch duet gani mau wäg vo hie öpis beröie wirdi nie refrain z läbe fägt z läbe fägt weni mues gah weisi i has gläbt so wi fasch niemer hie öpis beröie wirdi nie z läbe isch guet so guet glich wie weh dass mängisch duet gani mau wäg vo hie öpis beröie wirdi nie z läbe fägt z läbe fägt
wirds,Baseldytsch Züritüütsch Bärndütsch,iso enthaltet zwar alli buechschtabe vom arabische alphabet jedoch nöd die mitunder notwendige vokalzeiche drum wirds nöd sehr hüüfig iigsetzt 
wirklig,Baseldytsch,mä cha aber aanee ass es de baasler nid besser gange isch as de bürger vo andere ort öb drbii au e bischof mit em naame rudolf umchoo isch isch nid sicher dä rudolf kennt mä nume us ere inschrift uf eme sarkofaag im münster wo verzelt ass dr bischof rudolf am daag vor de kalände vom august am juli vo häide umbrocht worde isch wenn das wirklig bim ungaresturm bassiert isch denn isch dr rudolf höggstens zwäi joor lang bischof gsi wil mä vom bischof adalbero wäiss ass er am ene mai gstorbe isch und ass er im joor no gläbt het 
wirsch,Baseldytsch Bärndütsch,als zueschauer sottsch immer uffpasse dass de nit uff ai mool opfer vom ene räpplibewaffnete waggis wirsch 
wis,Baseldytsch Bärndütsch,die fiktivi rednere erkläärt iire zuehöörer ass si mit iirem wörtermischmasch noch em vorbild vo de gleerte wis ene grad chunnt zitat us dr dichdig dr filosofii und dr theologii uuselääse und interpretiere d h verfelsche und dass vor allem s närrische und s dumme e günstige iifluss uf s mitenand vo de mensche häige und es wurde fördere wo immer si wurd ufdräte gäbs nume fröid und alli wurde in iirer schuld stoo wil si iiri goobe immer groosszüügig an alli wurd usdäile au ooni dass d lüt bittibätti müessi mache 
wisawii,Baseldytsch Bärndütsch,s antikemuseum stoht wisawii vom kunstmuseum basel und isch s jüngste vo de staatlige museum vo basel 
wise,Baseldytsch Züritüütsch Bärndütsch,uf de süüdweschtsyte lyt en hektaare groosse räbb rg der äinzig i de stadt züri wo nie uufgg woorden isch di andere aso d vo hööngg d vom suneb rg z hottinge und d vo de burghalde im riesbach sind all zwüschetduren emaal nu na wise gsy 
wiso,Baseldytsch Ostschwizertütsch Bärndütsch,de grund wiso de siddhattha sini sorgelosi welt verloo het isch gsii wel sin vatter verbote het as de jungi prinz de palast au nu für en moment verloo tar 
wissem,Baseldytsch,e skulptur us schwarzem und wissem marmor stammt au vom schilling und wie si d maria daarstellt isch wenigstens am aafang umstritte gsi 
wissi,Baseldytsch Ostschwizertütsch Bärndütsch, de heimdall isch de sibeti mer seit ihm de wissi as 
wit,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,debi mues me nur emal i d gägend vo de schlacht ga zum merke dass es wit und bräit kän hang git wo mer en groosse schtäi so wit chönt role laa das er emene ross zwüsched bäi graated oder gar en ritter erschlaat 
wite,Baseldytsch Bärndütsch,die evangelische missionsgsellschaft z baasel baasler mission isch en ökumenischi missionarischi organisazioon us baasel wo im joor vo pietiste wie em bernhard socin und em christian friedrich spittler gründet worde isch und in wite däil vo dr wält bis operativ däätig gsi isch 
witem,Baseldytsch Bärndütsch,vo wo dr hermann gwüsst het ass d ungare baasel zerstört häi und denn im elsass und in lothringe iigfalle si wäiss mä nid d stadt baasel isch denn no seer chli und nid bsundrigs wichdig gsi si isch zwar scho sit em joorhundert sitz vom e bischof gsi und in dr erste helfti vom joorhundert het dr bischof haito e münster lo baue wo oobe uf em münsterbärg gstande isch so dass mä s scho vo witem het chönne gsee 
witer,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,us mittelalterlicher sicht isch das nöd en eigentliche verrat gsii wil wie witer obe gschribe schlachte hüfig a me gmeinsam uusghandlete ort und zit stattgfunde händ wil sich zwei ritterlichi heer suscht nöd händ chönne finde 
witere,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,e witere viertel isch im handwerch und gwerb beschäftiget während d reschtlichi hälfti im dienschtleischtigssektor schaffet 
witeri,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,witeri gmeindratsmitgliider sind de peter zundel huwyler finanze d esther moser trinkler d christine betschart dändliker de beat camenzind schuler und de beat kryenbühl 
witers,Baseldytsch Ostschwizertütsch Bärndütsch,well halt d ärzt im früene mittelalter nonöd eso gschiid gsii sind wie hüt hend d lüt au noch de becheerig zum christetum witers zauberversli ufgsait wenns chrank worde sind 
witter,Baseldytsch Bärndütsch,d buslinie vo dr aagl fiehrt vo lieschtel yber bubedorf noch arbetschwyl und witter noch reigetschwyl 
wiu,Züritüütsch Bärndütsch,ufem drittä aubum sisi numä z zwöit ufem cover ds gseh wiu si säch fom sahni trennt hei u somit isch the incredible hagen nöi derzuä cho 
wiud,Bärndütsch,der eragon läbt mit sim onku garrow und däm si sohn roran am rand vom dörfli carvahall das ligt ds alaga sia eines tages wo dr eragon wider einisch uf der jagt im buckel ämnä gebirgszug isch erschiint plötzlech mit emne knau e schöne glänzende schtei vor im wüetend wiu vom knau aues wiud wäggrent isch nimmt dr eragon dä schtei mit itz dorf vilech chaner dä ja gägä gäut tusche doch d händler im dorf hei no nie so öppis gse miz ir nacht schlüpft de us däm schtei ä blaue drache wone dr eragon berüert fangt sini handflächi merkwürdig afa z lüchte es isch d gedw y ignasia di siubrigi hand wo se zu drache und riter macht är nennt se saphira früecher si dracheriter zueschtändig für rächt und ordnig gsi aber die zite si längscht verbi aus nöi dracheriter bedrohe si itze dr galbatorix säuber dracheriter dr grausam herrscher vo alaga sia dä isch nume at macht cho wiu er aui andere dracheriter umbracht het eines tages touche d ra zac grausami scherge vom chünig z carvahall uf und schteue frage nach em dracheei si töte dr garrow dr eragon und dr roran chöme mit em läbe dervo dr eragon beschliesst de ra zac z fouge und si onku z räche dr brom ä gschichteverzeuer chunt äbefaus mit är lernt ne ungerwägs viu übere schwärtkampf und über magie so faat es ungloublechs abetüür aa 
wiude,Bärndütsch,bou du nume a dim troumschloss u bhüet dini frou u dini ching u blagier no chli mit dim bekanntekreis u dräii rundine mit dine hüng u schaff fliissig a dim handycap u log di schpät am aabe aube no chli ii u sug dr dini klassischi musig abe u lueg es paar püppi a zwüsche drii u chumm verzeu no chli vo früecher vo dine junge wiude jahr u hou die gitarre vüre u zupf s no schnäu dis mani matter repertoire u faus i usgseh wien e fründ vo dir pass eifach uf u dräii di nid um mir längt e haubi chance när bring i wieder öpper um när bring i wieder öpper um u gäu es wär aues no vieu besser we aui zfriede wäre überau u we niemer hunger hätt u we niemer müesst schtärbe oder höchschtens vor längwili im schlimmschte fau u chumm verzeu no chli vo früecher vo dine junge flippige jahr u hou die gitarre vüre u zupf s no schnäu dis mani matter repertoire u faus i usgseh wien e fründ vo dir pass eifach uf u dräii di nid um mir längt e haubi chance när bring i wieder öpper um när bring i wieder öpper um
wiue,Bärndütsch,anna anna anna anna anna annabelle i bruche nöii schue i bruche es gucci täschli i bruche e nöie duft i choufe tusig fläschli i bruche e schöni maske i bruche make up i bruche e nöii nase wüu di auti gheit ab i ga zum starfriseur macht mini haare schön wäsche schnide föne macht mer strähnli git i aune tön wää i bruche wissi zän choufe n es bleichmittu i wott e wissi weschte choufe mer e reine chittu i bruche lotion gäge mini zellulite wää i bruche e wonderbra type stöh uf grossi muh i bruche diamante i bruche bling bling i bruche grills bruche e chetti bruche piercing i bruche es chlises schwarzes i ga i usgang bruche bruche bruche e mustang bruche prestige i bruche es tscheggsch nid i bruche aus wi di girls us em heftli i han e freundin han e drama wäg dr joy u dr shape u dr gala frag d brigitte oder d petra di wüsse witer bi jedem thema anna anna anna annabelle anna anna i ha abggä ou nei itz muess i abnä ga ga jogge ga walke mit hantle i ga uf ds loufband i finge s vou fun renne uf der steu mit em blick uf ne houzwand i schlücke vitamine i trinke energy wirde clean wirde fit ire therapie gib mer das schmärzmittu di bittersüesse piue nume här dermit es passiert us freiem wiue i bruche mundschutz la mi la impfe gäge schwein gäge vögu gäge piuze piuze ja i bruche sicherheit gib mer e mikrochip gib der mi name mini mass und e fingerprint i bruche kameras i bruche stachudraht i bruche e bodyguard wo mi nachts umefahrt i muess karriere mache i muess i d chefetage und i lige nume n ane wen i mit de chefe schlafe i han e freundin han e drama wäg dr joy u dr shape u dr gala frag d brigitte oder d petra di wüsse witer bi jedem thema anna anna anna annabelle anna anna d annabelle han i gchündigt si isch nüm mini fründin ihri tipps si mer z bünzlig ihri site si z dünn gsi
wiviu,Bärndütsch,i schänke dir mis härz meh han i nid du chasch es ha we dä wosch es isch es guets u es git no mängi wos würd näh aber dir würdis gäh d szene isch ä chlini bar irgenwo i dere stadt und i bsteue ä whisky hocke irgendwo ab wos ke platz u luege so chli ume wär so umänang hocket aber kenne tuä ni niemer hie inne überall hocke lüt hinger de schampus chüble geng ä frou u ne typ u nippe amne fl te u hange angenang a u rede öppis über nüt u nume ig bi allei hie u da wächslet ds liecht hie u da verschwinde wider zwöi irgendwo u irgendeinisch geit hinde ä dunkublaue vorhang uuf hinger em vorhang hets ä bühni uf dr bühni steit ä frou wo i dä ungerhose irgendsone show zeigt i luege so chli zue u i hocke so chli da u gspüre plötzlech dass i irgendsone hang ufem chnöi ha u dräie mi um u näbe mir hocket eini woni nie voher ha gseh u fragt ob ig alleini sig u sie sig ou allei i söu nid überlege i gfaui re no so u si wöu eifach chli rede viellech sött i hie no säge sie gseht schön us sie isch ä schöni mit schöne länge haar u klar bin i närvös worde klar han i drunke u mit jedem schlunk het sie mi no chli schöner afa dünke u nach jedem glas champagner het sie gäng no eis wöue i ha zaut u zaut bis i eifach nüm ha chönne u ha gseit hey wei mer nid zu mir oder so u sie het gseit i chönnt di so verwöhne so ire haub stung chönnti cho u jitz säg mer eifach numeno wiviu säg wiviu wiviu gisch mer wenn i chume refrain x i schänke dir mis härz meh han i nid du chasch es ha we de wosch es isch es guets und es git no mängi wos würd näh aber dir würd is gä
wixer,Bärndütsch,da ligeni ei morge no chli lenger im bett luege es heftli a wos blutti froue drin het da chunnt e fründin vo mir zur türe i seit zu mir wasi fürne chotzbrocke bi u dass sie ds letschte mau bi mir sigi xi u i weiss no gäng nid wiso i bi doch e liebe siech i bi doch e liebe siech i has weiss gott im läbe nid liecht i würds besser mache weni wüsst wimes miech i bi doch e liebe siech i bi scho rächt guet i bi schlächt rasiert u roucke hie und da e chli gras aber i ga nid ids fernseh u lüge über dises u das i bi mängisch wild und blau bini o aber i ha no niemerem ds läbe gno scho mit vater het xeit swärd nid guet usecho u i weiss no gäng nid wiso i bi doch e liebe siech i bi doch e liebe siech i has weiss gott im läbe nid liecht i würds besser mache weni wüsst wimes miech i bi doch e liebe siech i bi scho rächt chürzlech ei nacht da hout mi d schmier usere bar sie hei kontrolle gmacht u i ha usgrüeft das isch ja klar aber i has nid bös gmeint wonine wixer ha xeit si hei mi päcklet u i handschälle gleit u heimi zu de deppe id zälle gheit u i weiss no gäng nid wiso i bi doch e liebe siech i bi doch e liebe siech i has weiss gott im läbe nid liecht i würds besser mache weni wüsst wimes miech i bi doch e liebe siech i weiss i bi scho rächt i bi doch e liebe siech i bi scho rächt ja i bi doch e liebe siech i bi scho rächt
wiä,Ostschwizertütsch Züritüütsch Bärndütsch,s werch isch wiä folgt glideret 
wobi,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,die abentürlichi flucht füert die beide dur di haubi schwiz wobi si vo wüetende pure bsorgte eutere u vieune bolizischte verfougt wärde 
wobii,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,die zueordnig vonere person zunere beschtimmte ethnie isch usserdem nöd immer eidüütig wobii fremd und eigezueordnig usenandfalle chönd 
wod,Ostschwizertütsch Bärndütsch, wemers mit wörter us andere germanische sproche verglicht wie em altenglische deal strahlend und em gotische dul s fescht chamer gemäss em rudolf simek druf schlüsse dass e ungefähri bedütig vom name vermuetlich de wod welt belüchtet isch 
wode,Züritüütsch Bärndütsch,mehrmals isch ihm aatreit wode als bundesrat z kandidiere 
wohnig,Bärndütsch,chumm mir zünte hüt üsi wohnig a eifach so zum luege wie sie brönnt mir zwöi si jitz scho gnue lang da s git nüt z verlüüre wo me nümm gwinne chönnt chumm mir zünte hüt üsi wohnig a au das wo üs im wäg schteit o s paar sache würd i ganz gärn z grund gseh gah dr füürwehrmaa bruucht gar nid z cho besser viu z schpät aus gar nie schnyde mir üs dr uchtwäg ab we mir jitz nid göh si mir morn no hie schu en üs üses grab us dere bouschteu wird es fröidehuus us em schnee vo geschter e uss glychschtrom wird wächsuschtrom die wyti wäut wartet voruss d gruebe wird e garte us dere knacknuss wachst e boum dä boum treit honigsüessi frücht dert isch scho wieder dr wurm drin chumm mir zünte hüt üsi wohnig a nüt putzt besser aus es füür au rede vo lifestyle das won i drunger verschtah isch e notusgang oder en ouvertür besser viu z schpät aus gar nie schnyde mir üs dr uchtwäg ab we mir jitz nid göh si mir morn no hie schu en üs üses grab us dere bouschteu wird es fröidehuus us em schnee vo geschter e uss glychschtrom wird wächsuschtrom die wyti wäut wartet voruss d gruebe wird e garte us dere knacknuss wachst e boum dä boum treit honigsüessi frücht dert isch scho wieder dr wurm drin 
wohnige,Baseldytsch,d wohnige in dr altstadt si alt öbbe ä drittel stammt vo vor und nume zweiähalb prozänt si jünger as es vierteljohrhundert und chlii meh as vier fümftel hai drei zimmer oder weniger 
wohär,Bärndütsch,er sammli für en guete zwäck seit dä fritz wo vor mer steit debi mues i sälber smmle wenn das so witer geit si wänd alli öppis vo mer s militär u s stürbüro obwohl si ersch grad geschter händ min zahltag übercho nachhär heissts i minere stammbeiz du zahl mer no es bier aber weiss i nid wohär nee i bi ja schliesslich sälber stier und da chunnt scho wider eine wott e zigarette nä natürli isch s mi letschti gsi und füür han em au no gäh bin i gopfriedstutz en kiosk oder bin ich öppe n e bank oder gsehn i us wie n es hotel oder wie n en kasseschrank bin i gopfriedstutz en kiosk oder bin ich öppe n e bank oder gsehn i us wie n es hotel oder wie n en kasseschrank jo do chunnt so nen wilde hippi mit gflickte hosebei und fragt mi überfrüntlich säg hesch mer nid zwei schtei und chum zäh meter wiiter da quatscht mi eine aa es langem nid fürs busbilet öb er chönnt es füfzgi ha und i chätsche min chätschgummi da lacht mi es meitli a lot d wimpere la klimpere und seit dörf i eine ha äs wüssi nid wo pfuuse öbs vilich gieng bi mir aber si hend mer doch grad kündet i schtah sälber vor dä tür bin i gopfriedstutz en kiosk oder bin ich öppe n e bank oder gsehn i us wie n es hotel oder wie n en kasseschrank bin i gopfriedstutz en kiosk oder bin ich öppe n e bank oder gsehn i us wie n es hotel oder wie n en kasseschrank 
wohäre,Bärndütsch,wohäre si mir ws öppä grägnet het mer sind zur alte schüür hei gschpiult u zämä gred hei glachet u gsunge sii zfriede umegumpet im omrgetou gsprunge u üsi härz si gumpet de ha i ihri ouge gseh ha ihri bruune ouge gseh u ging am ne mittwuch si mir zäme choo däne bim schteibruch mit em aute radio si i dr sunne gschtange rägeböge gluegt im tau mir si ga fagante überau bim wasserfau de ha i ihri oue gseh ha ihri bruune ouge gseh weisch no wie mir gsunge hei zäme gsunge hei schalalalalalalajla ladida schalalalalalalajla ladida mi gfind ke wäg meh we mer lang elleini isch ha sie grad chürzlich gseh wo sie uf em trottoir gschtange isch i dänke mängisch dra wie das mit üs isch gsii wie mir üs gärn hei gha we mir im gras gläge sii de ha i ihri ouge gseh ha ihri bruune ouge gseh weisch no wie mir gsunge hei zäme gsunge hei schalalalalalalalajla ladida schalalalalalalalajla ladida bruuni ouge bruuni ouge schalalalalalalajala ladide schalalalalalalajala ladide schalalalalalalajala ladide schalalalalalalajala ladide
wome,Baseldytsch Bärndütsch,bim gsicherete chläddere si karabiner sehr wichtig me brucht se überall wome sicherigsgrät seil schlaufe felshögge und so witer mitenand mues verbinde do drbi isches läbenswichtig das d karabiner und alles räschtliche material uiaa prüeft si 
wone,Baseldytsch Züritüütsch Bärndütsch,gly drufabe sinds i d schwyz zruggzüglet und uf zuug go wone deet hät er au d primaar und d kantonsschuel bsuecht 
woner,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,er isch öpe johr alt gsi woner in orde iiträte und mönch worde isch 
woni,Bärndütsch,i säge de giele i chönn nid cho chöm hinech nid i schpilsalon sueche ke zahn a dr rathusgass i wott nume eis u i weiss scho was fahre über d brügg u hole di da säge dr woni mit dir häre ga zum lunapark uf dr schützematt fahre jedi bahn i derä budäschtadt u nachemne kuss isch alles klar mini tröim wärde ändlech wahr i bi verliebt äs isch äs herrlechs gfüehl i nes meitschi vom wyssebüehl schalala schalalalala schalala schalalalala a schalala schalalalala äs git nüt wo mr besser gfieu schalala schalalalala schalala schalalalala a schalala schalalalala aus äs meitschi vom wyssebüeh i schlafe z nacht nid i i dänke gärn a sie si stellt mi uf si git mir warm we si mi hett i ihrem arm si isch z gröschte wo s git für mi i wett si chönnt immer bi mir sy i ha ke zyt zum umestah i ha abgmacht u ni muess jitz ga di ganzi wält süsch laht mi chüehl nume nid das meitschi vom wyssebüehl schalala schalalalala schalala schalalalala a schalala schalalalala äs git nüt wo mr besser gfieu schalala schalalalala schalala schalalalala a schalala schalalalala aus äs meitschi vom wyssebüeh
wonig,Züritüütsch Bärndütsch,es wonet under anderem d shawne fielding ex frau vom botschafter thomas borer und d patty schnyder z bäch und de tennis spiller roger federer hät do e wonig 
woo,Züritüütsch Bärndütsch,mittel für das isch di schwiizerischi ussepolitik woo d ziil im art abs 
wool,Baseldytsch Züritüütsch,s b rnpiet isch em lieb und tüür gsy aber au s löötschetaal hät er guet gchänt s tessyn wo n er amig i der alte poscht z ascona gwont hät isch em e zwäiti häimet woorde und z itaalie hät er si au wool gfüült 
woon,Baseldytsch,dr handelsundernäämer und bankiee samuel burckhardt zäslin het s guet luxuriös im spootbarocke französische stiil usbaut het d woon und ökonomiigeböid zum ene geböidkomplex zämmegschlosse und het hindedraa e barocke lustgaarde mit eme axiale bezug zum hauptgeböid lo aalege dr architektonisch hauptpunkt vom gaarde isch e gaardesaal mit stuckornamänt us em joor vo johann carl hemeling gsi 
woone,Baseldytsch,zää joor lang het d familie z indonesie gläbt denn si si zrug in d schwiz uf binnige ko woone 
woonige,Baseldytsch,es het vier höörsääl für d artiste und theologe gee zwäi für d juriste und äine für d mediziner e chliini aula und woonige für d dozänte und dr pedell wo dr administrativ assistänt vom räkter gsi isch 
woorde,Baseldytsch Züritüütsch Bärndütsch,wo der abegg dän eso früe wider ggangen isch isch syn naachfolger de werner hodler woorde 
woorden,Züritüütsch,sy dissertazioon won er em adolf frey abgliferet hät und wo truckt woorden isch hät de titel eine schweizerische literaturgeschichte ghaa 
woort,Züritüütsch,d titel isch aber äigetli nu en voorwand gsy zum ales mügli wäge woort und forme wo halt zuefelig en zischluut händ uusbräite 
worde,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,i de jahre vo bis hät er als bundesrat amtiert und isch zu grosse teile defür verantwortlich gsii dass genf hauptsitz vom völkerbund worde isch 
wordä,Baseldytsch Züritüütsch Bärndütsch,d chilä in ihrär hüttigä form isch im jahr nach chrischti geburt fertigbouä wordä 
wore,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch, isch si i de fiirliche iisprozession vom tütsche hagnau is schwizerischi münsterlinge trait wore bi de nöchste gfrörne goot s bild wider zrugg uf hagnau 
woren,Ostschwizertütsch Züritüütsch,d cevi wo gründet woren isch isch ene vo de ältesti verein z wädi 
wos,Baseldytsch Ostschwizertütsch Züritüütsch Bärndütsch,die gedicht und lieder wos deet ghööred sind natüürli zumene groosse täil vom pietro axerio äis varrotni liabe gaat wie de balmer spööter erfaare hät uf de chamisso zrugg und d häts us em nöigriechisch überträit 
wosch,Bärndütsch,jesus het es handy lüt ihm eifach a er isch scho am andere ändi är isch immer für di da jesus het es smart phone und e schöne klingelton halleh hallelujah wosch du di la toufe lüt ihm eifach a wosch über d wälle loufe lüt ihm eifach a hesch du nüt meh z lache lüt ihm eifach a wosch wy us wasser mache lüt ihm eifach a ou mit de geischtig arme lüt ihm eifach a het är viel erbarme lüt ihm eifach a hesch du angst vor em jüngste gricht lüt ihm eifach a und wenn di dr tüüfel sticht lüt ihm eifach a jesus het es handy lüt ihm eifach a er isch scho am andere ändi är isch immer für di da jesus het es smart phone und e schöne klingelton halleh hallelujah im testamänt steit ds nötige lüt ihm eifach a won är uf em bärg het prediget lüt ihm eifach a jesus het e bibel app drum lüt ihm eifach a er isch da für jede depp drum lüt ihm eifach a er cha di erlöse drum lüt ihm eifach a vo de sünde u vom böse lüt ihm eifach a säg ihm wenn s dir dräckig geit lüt ihm eifach a säg ihm ou was di freut lüt ihm eifach a jesus het es handy lüt ihm eifach a er isch scho am andere ändi är isch immer für di da jesus het es smart phone und e schöne klingelton halleh hallelujah jesus het es handy lüt ihm eifach a er isch scho am andere ändi är isch immer für di da jesus het es smart phone und e schöne klingelton halleh hallelujah brüggemann hofer 
wot,Bärndütsch,es änglisches scheff fent im meer de will turner orlando bloom as jährige bueb triibe d elisabeth swann keira knightley tochter vom änglische gouverneurs het gseh dass dä bueb es goldigs medaillon ume haus treit wo e totechopf abböudet esch si nemmt ehm das medaillon ab wöu si beförchtet dass dä bueb e pirat esch ond wot ehn so schötze 
